"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
6214,0.271,0,0,0.705,0.024
6215,0.998,0,0,0.001,0.001
6216,0.987,0,0,0.002,0.011
6217,0.794,0,0.001,0.187,0.018
6218,0.994,0,0,0,0.006
6219,0.084,0,0.014,0.211,0.691
6220,0.015,0,0.184,0.579,0.222
6221,0.948,0,0,0,0.052
6222,0.959,0,0,0,0.041
6223,0.71,0,0,0.264,0.026
6224,0.95,0,0,0.044,0.006
6225,0.043,0,0,0,0.957
6226,0.001,0,0,0,0.999
6227,0.001,0,0,0,0.999
6228,0.05,0,0,0,0.95
6229,0.001,0,0,0,0.999
6230,0.988,0,0,0,0.012
6231,0.305,0,0,0,0.695
6232,0.942,0,0,0,0.058
6233,0.972,0,0.001,0.003,0.024
6234,0.081,0,0.008,0.013,0.898
6235,0.998,0,0,0.002,0
6236,0.951,0,0,0,0.049
6237,0.951,0,0,0,0.049
6238,0.047,0,0,0,0.953
6239,0.995,0,0,0.002,0.003
6240,0.903,0,0.001,0.018,0.078
6241,0.038,0,0,0.028,0.934
6242,0.076,0,0.093,0.539,0.292
6243,0.721,0,0.013,0.179,0.087
6244,0.338,0,0,0.66,0.002
6245,0.892,0,0,0.1,0.008
6246,0.027,0,0.085,0.01,0.878
6247,0.986,0,0,0.006,0.008
6248,0.047,0,0,0,0.953
6249,0.141,0,0,0,0.859
6250,0.951,0,0,0,0.049
6251,0.066,0,0,0,0.934
6252,0.357,0,0,0.012,0.631
6253,0.83,0,0,0.151,0.019
6254,0.966,0,0,0.028,0.006
6255,0.964,0,0,0.035,0.001
6256,0.933,0,0,0.066,0.001
6257,0.942,0,0,0,0.058
6258,0.772,0,0.001,0.21,0.017
6259,0.973,0,0,0.027,0
6260,0.726,0,0,0.267,0.007
6261,0.613,0,0,0,0.387
6262,0.054,0,0.161,0.182,0.603
6263,0.97,0,0,0,0.03
6264,0.886,0,0,0.061,0.053
6265,0.937,0,0,0,0.063
6266,0.103,0.039,0.075,0,0.783
6267,0.022,0,0.086,0.802,0.09
6268,0.721,0,0,0,0.279
6269,0.321,0,0,0,0.679
6270,0.998,0,0,0,0.002
6271,0.951,0,0,0,0.049
6272,0.489,0,0.001,0.491,0.019
6273,0.001,0,0,0,0.999
6274,0.92,0,0,0.071,0.009
6275,0,0,0.015,0.003,0.982
6276,0.189,0,0,0.809,0.002
6277,0.951,0,0,0,0.049
6278,0.421,0,0,0.472,0.107
6279,0.565,0,0,0.433,0.002
6280,0.959,0,0,0,0.041
6281,0.954,0,0,0.031,0.015
6282,0.352,0,0,0,0.648
6283,0.973,0,0,0.011,0.016
6284,0.057,0,0.001,0.016,0.926
6285,0.986,0,0,0,0.014
6286,0.349,0,0,0.002,0.649
6287,0.277,0,0.046,0.649,0.028
6288,0.989,0,0,0,0.011
6289,0.981,0,0,0.008,0.011
6290,0.413,0,0,0.443,0.144
6291,0.927,0,0,0.07,0.003
6292,0.033,0,0,0,0.967
6293,0.019,0,0.027,0,0.954
6294,0.387,0,0.03,0.541,0.042
6295,0.039,0,0,0,0.961
6296,0.074,0,0.005,0.379,0.542
6297,0.131,0,0.015,0.083,0.771
6298,0.097,0,0,0.902,0.001
6299,0.957,0,0.001,0.015,0.027
6300,0.719,0,0,0.262,0.019
6301,0.002,0,0,0,0.998
6302,0.93,0,0,0.07,0
6303,0.995,0,0,0,0.005
6304,0.7,0,0.001,0.287,0.012
6305,0.924,0,0,0,0.076
6306,0.942,0,0,0,0.058
6307,0.849,0,0.001,0.055,0.095
6308,0.994,0,0,0.002,0.004
6309,0.001,0,0,0,0.999
6310,0.137,0,0,0,0.863
6311,0.97,0,0,0,0.03
6312,0.951,0,0,0,0.049
6313,0.067,0,0.002,0.053,0.878
6314,0.996,0,0,0.003,0.001
6315,0.898,0,0,0.04,0.062
6316,0.041,0,0.114,0.037,0.808
6317,0.051,0,0,0.001,0.948
6318,0.996,0,0,0,0.004
6319,0.031,0,0,0,0.969
6320,0.507,0,0.001,0.445,0.047
6321,0.047,0,0,0,0.953
6322,0.047,0,0,0,0.953
6323,0.961,0,0,0,0.039
6324,0.921,0,0,0.079,0
6325,0.697,0,0,0,0.303
6326,0.997,0,0,0,0.003
6327,0.975,0,0,0.022,0.003
6328,0.213,0,0,0.758,0.029
6329,0.998,0,0,0.002,0
6330,0.417,0,0,0.521,0.062
6331,0.997,0,0,0.002,0.001
6332,0.041,0,0,0,0.959
6333,0.033,0,0,0,0.967
6334,0.048,0,0.105,0.372,0.475
6335,0.075,0,0.011,0.908,0.006
6336,0.228,0,0.003,0.649,0.12
6337,0.033,0,0,0.006,0.961
6338,0.024,0,0.323,0.472,0.181
6339,0.961,0,0,0,0.039
6340,0.048,0,0.105,0.372,0.475
6341,0.064,0,0,0.101,0.835
6342,0.039,0,0,0,0.961
6343,0.976,0,0.001,0,0.023
6344,0.937,0,0,0,0.063
6345,0.09,0,0.003,0.26,0.647
6346,0.959,0,0,0,0.041
6347,0.043,0,0,0,0.957
6348,0.024,0,0.215,0.414,0.347
6349,0.991,0,0,0.008,0.001
6350,0.04,0,0,0,0.96
6351,0.989,0,0,0.002,0.009
6352,0.04,0,0,0,0.96
6353,0.997,0,0,0.002,0.001
6354,0.996,0,0,0,0.004
6355,0.974,0,0,0.005,0.021
6356,0.057,0,0,0,0.943
6357,0.245,0,0.001,0.753,0.001
6358,0.961,0,0,0,0.039
6359,0.038,0,0.01,0.02,0.932
6360,0.997,0,0,0,0.003
6361,0.05,0,0.01,0.499,0.441
6362,0.922,0,0,0.01,0.068
6363,0.991,0,0,0,0.009
6364,0.631,0,0,0.368,0.001
6365,0.385,0,0,0.009,0.606
6366,0.603,0,0,0.396,0.001
6367,0.854,0,0,0.055,0.091
6368,0.04,0,0,0,0.96
6369,0.364,0,0,0.634,0.002
6370,0.127,0,0,0,0.873
6371,0.89,0,0,0.073,0.037
6372,0.153,0,0,0,0.847
6373,0.994,0,0,0.002,0.004
6374,0.628,0,0,0.352,0.02
6375,0.942,0,0,0,0.058
6376,0.052,0,0.004,0.003,0.941
6377,0.153,0,0,0,0.847
6378,0.995,0,0,0.005,0
6379,0.948,0,0,0,0.052
6380,0.982,0,0,0.017,0.001
6381,0.924,0,0,0,0.076
6382,0.832,0,0.016,0.133,0.019
6383,0.951,0,0,0,0.049
6384,0.94,0,0,0.05,0.01
6385,0.943,0,0,0.056,0.001
6386,0.924,0,0,0,0.076
6387,0.093,0,0,0.906,0.001
6388,0.001,0,0,0,0.999
6389,0.001,0,0,0,0.999
6390,0.798,0,0,0.173,0.029
6391,0.566,0,0,0.429,0.005
6392,0.011,0,0.082,0.001,0.906
6393,0.983,0,0,0.016,0.001
6394,0.946,0,0,0.037,0.017
6395,0.117,0,0,0.001,0.882
6396,0.047,0,0,0,0.953
6397,0.477,0,0,0.522,0.001
6398,0.001,0,0,0,0.999
6399,0.919,0,0,0.072,0.009
6400,0.996,0,0,0,0.004
6401,0.041,0,0,0,0.959
6402,0.677,0,0,0.318,0.005
6403,0.033,0,0.003,0,0.964
6404,0.928,0,0,0.049,0.023
6405,0.959,0,0,0,0.041
6406,0.005,0,0,0,0.995
6407,0.787,0,0,0,0.213
6408,0.029,0,0.002,0.003,0.966
6409,0.168,0,0,0.831,0.001
6410,0.908,0,0.005,0.01,0.077
6411,0.998,0,0,0.002,0
6412,0.951,0,0,0,0.049
6413,0.185,0,0,0.797,0.018
6414,0.994,0,0,0.006,0
6415,0.228,0,0.002,0.755,0.015
6416,0.675,0,0,0.313,0.012
6417,0.991,0.002,0,0.003,0.004
6418,0.047,0,0,0,0.953
6419,0.968,0,0,0,0.032
6420,0.047,0,0,0,0.953
6421,0.047,0,0,0,0.953
6422,0.42,0,0.002,0.576,0.002
6423,0.954,0,0,0.039,0.007
6424,0.964,0,0,0.033,0.003
6425,0.126,0,0.004,0,0.87
6426,0.086,0,0.004,0.042,0.868
6427,0.452,0,0.002,0.534,0.012
6428,0.389,0,0,0.607,0.004
6429,0.045,0,0.195,0.234,0.526
6430,0.293,0,0.02,0.607,0.08
6431,0.005,0,0,0,0.995
6432,0.302,0,0,0.008,0.69
6433,0.041,0,0,0,0.959
6434,0.203,0,0.002,0.793,0.002
6435,0.084,0.002,0.021,0.004,0.889
6436,0.995,0,0,0.003,0.002
6437,0.034,0,0,0,0.966
6438,0.106,0,0,0.002,0.892
6439,0.961,0,0,0,0.039
6440,0.328,0,0,0.654,0.018
6441,0.937,0,0,0,0.063
6442,0.937,0,0,0,0.063
6443,0.979,0,0,0,0.021
6444,0.025,0,0.09,0.571,0.314
6445,0.601,0,0,0.385,0.014
6446,0.994,0,0,0,0.006
6447,0.052,0,0.157,0.47,0.321
6448,0.889,0,0.001,0.098,0.012
6449,0.985,0,0,0.015,0
6450,0.424,0,0.002,0.559,0.015
6451,0.97,0,0,0,0.03
6452,0.286,0,0,0.002,0.712
6453,0.336,0,0,0.664,0
6454,1,0,0,0,0
6455,0.809,0,0,0.161,0.03
6456,0.428,0,0.002,0.551,0.019
6457,0.926,0,0,0.044,0.03
6458,0.151,0,0.118,0.082,0.649
6459,0.047,0,0,0,0.953
6460,0.117,0,0,0.001,0.882
6461,0.387,0,0,0,0.613
6462,0.065,0,0.495,0.002,0.438
6463,0.852,0,0,0.132,0.016
6464,0.822,0,0,0.107,0.071
6465,0.827,0,0,0.167,0.006
6466,0.286,0,0,0.002,0.712
6467,0.982,0,0,0,0.018
6468,0.033,0,0.003,0.649,0.315
6469,0.089,0,0.001,0.005,0.905
6470,0.827,0,0,0.167,0.006
6471,0.276,0,0,0.712,0.012
6472,1,0,0,0,0
6473,0.948,0,0,0,0.052
6474,0.25,0,0,0.732,0.018
6475,0.031,0,0,0,0.969
6476,0.914,0,0,0.027,0.059
6477,0.343,0,0,0,0.657
6478,0.691,0,0,0.304,0.005
6479,0.031,0,0,0,0.969
6480,0.827,0,0,0.167,0.006
6481,0.993,0,0,0.007,0
6482,0.697,0,0,0,0.303
6483,0.968,0,0,0,0.032
6484,0.172,0,0,0.827,0.001
6485,0.497,0,0,0.503,0
6486,0.964,0,0,0,0.036
6487,0.04,0,0,0,0.96
6488,0.498,0,0.011,0.469,0.022
6489,0.397,0,0.03,0.564,0.009
6490,0.916,0,0,0.053,0.031
6491,0.314,0,0.017,0.634,0.035
6492,0.884,0,0.003,0.106,0.007
6493,0.115,0,0,0.026,0.859
6494,0.979,0,0,0.018,0.003
6495,0.827,0,0,0.167,0.006
6496,0.997,0,0,0.003,0
6497,0.17,0,0.028,0.728,0.074
6498,0.917,0,0,0.08,0.003
6499,0.346,0,0.002,0.001,0.651
6500,0.066,0,0,0,0.934
6501,0.658,0,0,0.341,0.001
6502,0.834,0,0.003,0.11,0.053
6503,0.97,0,0,0,0.03
6504,0.005,0,0,0,0.995
6505,0.316,0,0,0.684,0
6506,0.001,0,0,0,0.999
6507,0.97,0,0,0,0.03
6508,0.033,0,0.003,0.649,0.315
6509,0.699,0,0,0.173,0.128
6510,0.699,0,0,0.297,0.004
6511,0.968,0,0,0,0.032
6512,0.947,0,0,0.046,0.007
6513,0.147,0,0,0.003,0.85
6514,0.001,0,0,0,0.999
6515,0.957,0,0,0.002,0.041
6516,0.001,0,0,0,0.999
6517,0.923,0,0,0.048,0.029
6518,0.064,0,0,0,0.936
6519,0.991,0,0,0,0.009
6520,0.97,0,0,0,0.03
6521,0.574,0,0.001,0.164,0.261
6522,0.996,0,0,0.003,0.001
6523,0.385,0,0,0.009,0.606
6524,0.99,0,0,0.004,0.006
6525,0.001,0,0,0,0.999
6526,0.999,0,0,0,0.001
6527,0.025,0,0.004,0.001,0.97
6528,0.768,0.02,0.002,0.076,0.134
6529,0.929,0,0,0.016,0.055
6530,0.959,0,0,0,0.041
6531,0.999,0,0,0.001,0
6532,0.593,0,0.001,0.376,0.03
6533,0.001,0,0,0,0.999
6534,0.97,0,0,0,0.03
6535,0.951,0,0,0,0.049
6536,0.036,0,0.016,0.437,0.511
6537,0.05,0,0,0,0.95
6538,0.959,0,0,0,0.041
6539,0.518,0,0,0.058,0.424
6540,0.459,0,0.016,0.513,0.012
6541,0.079,0,0,0.005,0.916
6542,0.056,0,0.041,0.433,0.47
6543,0.666,0,0,0.295,0.039
6544,0.082,0.02,0.011,0.111,0.776
6545,0.992,0,0,0.001,0.007
6546,0.996,0,0,0,0.004
6547,0.983,0,0,0,0.017
6548,0.937,0,0,0,0.063
6549,0.093,0,0,0.906,0.001
6550,0.542,0,0.004,0.401,0.053
6551,0.363,0,0,0.011,0.626
6552,0.937,0,0,0,0.063
6553,0.129,0,0,0,0.871
6554,0.054,0,0.046,0.002,0.898
6555,0.558,0.001,0,0.436,0.005
6556,0.159,0,0,0.841,0
6557,0.63,0,0.05,0.318,0.002
6558,0.995,0,0,0,0.005
6559,0.043,0,0,0,0.957
6560,0.629,0,0.007,0.31,0.054
6561,0,0,0,0,1
6562,0.959,0,0,0,0.041
6563,0.198,0,0.003,0.79,0.009
6564,0.997,0,0,0.002,0.001
6565,0.092,0,0,0.001,0.907
6566,0.019,0,0.009,0.114,0.858
6567,0.984,0,0,0.009,0.007
6568,0.924,0,0,0,0.076
6569,0.908,0,0.005,0.01,0.077
6570,0.174,0,0,0.826,0
6571,0.512,0,0,0.484,0.004
6572,0.047,0,0,0,0.953
6573,0.263,0,0,0.737,0
6574,0.949,0,0,0.013,0.038
6575,0.599,0,0,0.001,0.4
6576,0.482,0,0,0.481,0.037
6577,0.942,0,0,0,0.058
6578,0.937,0,0,0,0.063
6579,0.423,0,0,0.526,0.051
6580,0.959,0,0,0,0.041
6581,0.815,0.004,0,0.094,0.087
6582,0.942,0,0,0,0.058
6583,0.023,0.001,0.077,0.21,0.689
6584,0.064,0,0,0,0.936
6585,0.734,0,0,0.238,0.028
6586,0.994,0,0,0.002,0.004
6587,0.969,0,0,0.027,0.004
6588,0.951,0,0,0,0.049
6589,0.058,0,0,0,0.942
6590,0.961,0,0,0,0.039
6591,0.05,0,0,0,0.95
6592,0.11,0,0.004,0.816,0.07
6593,0.418,0,0,0.582,0
6594,0.993,0,0,0,0.007
6595,0.668,0,0.004,0.211,0.117
6596,0.001,0,0,0,0.999
6597,0.766,0,0,0.233,0.001
6598,0.574,0,0.001,0.348,0.077
6599,0.447,0,0,0.551,0.002
6600,0.964,0,0,0.01,0.026
6601,0.559,0,0,0.423,0.018
6602,0.948,0,0,0,0.052
6603,0.034,0,0.235,0.407,0.324
6604,0.14,0,0,0.854,0.006
6605,0.04,0,0,0,0.96
6606,0.117,0.009,0.096,0.119,0.659
6607,0.632,0,0,0.365,0.003
6608,0.924,0,0,0,0.076
6609,0.095,0,0.003,0.001,0.901
6610,0.065,0,0.013,0.411,0.511
6611,0.919,0,0,0.076,0.005
6612,0.333,0,0,0.003,0.664
6613,0.195,0,0.001,0.801,0.003
6614,0.999,0,0,0,0.001
6615,0.041,0,0,0,0.959
6616,0.159,0,0,0.841,0
6617,0.047,0,0,0,0.953
6618,0.997,0,0,0.001,0.002
6619,0.129,0,0,0,0.871
6620,0.127,0,0,0,0.873
6621,0.06,0,0.073,0.58,0.287
6622,0.937,0,0,0,0.063
6623,0.97,0,0,0,0.03
6624,0.042,0,0.05,0.113,0.795
6625,0.001,0,0,0,0.999
6626,0.05,0,0,0,0.95
6627,0.018,0,0,0,0.982
6628,0.039,0,0,0,0.961
6629,0.878,0,0,0.055,0.067
6630,0.879,0,0.001,0.119,0.001
6631,0.126,0,0.004,0,0.87
6632,0.38,0,0,0.608,0.012
6633,0.805,0,0,0.19,0.005
6634,0.657,0,0,0.337,0.006
6635,0.129,0,0,0,0.871
6636,0.957,0,0,0.03,0.013
6637,0.635,0,0,0.289,0.076
6638,0.951,0,0,0,0.049
6639,0.389,0,0,0.607,0.004
6640,0.363,0,0,0.011,0.626
6641,0.959,0,0,0,0.041
6642,0.794,0,0.001,0.187,0.018
6643,0.011,0,0.049,0.001,0.939
6644,0.137,0,0,0,0.863
6645,0.894,0,0.002,0.075,0.029
6646,0.989,0,0,0.011,0
6647,0.079,0,0,0.005,0.916
6648,0.047,0,0,0,0.953
6649,0.854,0,0,0.055,0.091
6650,0.989,0,0,0.002,0.009
6651,0.951,0,0,0,0.049
6652,0.418,0,0,0.582,0
6653,0.092,0,0.004,0.048,0.856
6654,0.298,0,0,0.675,0.027
6655,0.924,0,0,0,0.076
6656,0.764,0,0,0.147,0.089
6657,0.061,0,0.042,0.256,0.641
6658,0.959,0,0.004,0.002,0.035
6659,0.999,0,0,0.001,0
6660,0.631,0,0,0.368,0.001
6661,0.936,0,0,0,0.064
6662,0.994,0,0,0,0.006
6663,0.803,0,0.043,0.134,0.02
6664,0.908,0,0,0.032,0.06
6665,0.031,0,0,0,0.969
6666,0.989,0,0,0.002,0.009
6667,0.217,0,0.121,0.63,0.032
6668,0.972,0,0,0.007,0.021
6669,0.164,0,0.002,0.832,0.002
6670,0.937,0,0,0,0.063
6671,0.385,0,0,0.009,0.606
6672,0.052,0,0.016,0.138,0.794
6673,0.23,0,0,0.764,0.006
6674,0.001,0,0,0,0.999
6675,0.854,0,0,0.141,0.005
6676,0.048,0,0.053,0.283,0.616
6677,0.047,0,0,0,0.953
6678,0.987,0,0,0.003,0.01
6679,0.133,0,0,0,0.867
6680,0.866,0,0,0.113,0.021
6681,0.995,0,0,0,0.005
6682,0.936,0,0,0,0.064
6683,0.614,0,0.021,0.019,0.346
6684,0.984,0,0,0.009,0.007
6685,0.25,0,0,0.732,0.018
6686,0.336,0,0,0.664,0
6687,0.97,0,0,0,0.03
6688,0.997,0,0,0,0.003
6689,0.937,0,0,0,0.063
6690,0.881,0,0.016,0.061,0.042
6691,0.663,0,0,0.276,0.061
6692,0.871,0.001,0.005,0.068,0.055
6693,0.141,0,0.001,0.831,0.027
6694,0.732,0,0,0.268,0
6695,0.802,0,0,0.134,0.064
6696,0.937,0,0,0,0.063
6697,0.948,0,0,0,0.052
6698,0.947,0,0,0.046,0.007
6699,0.633,0,0,0,0.367
6700,0.97,0,0,0.028,0.002
6701,0.966,0,0,0.002,0.032
6702,0.061,0,0.009,0,0.93
6703,0.125,0,0,0.874,0.001
6704,0.047,0,0,0,0.953
6705,0.697,0,0,0,0.303
6706,0.066,0,0,0,0.934
6707,0.999,0,0,0,0.001
6708,0.234,0,0.003,0.747,0.016
6709,0.387,0,0,0,0.613
6710,0.719,0,0,0.262,0.019
6711,0.038,0,0,0.028,0.934
6712,0.788,0,0,0.194,0.018
6713,0.948,0,0,0,0.052
6714,0.061,0,0.044,0.105,0.79
6715,0.153,0,0,0,0.847
6716,0.819,0,0,0.075,0.106
6717,0.953,0,0,0.043,0.004
6718,0.056,0,0.016,0.654,0.274
6719,0.917,0,0,0.08,0.003
6720,0.951,0,0,0,0.049
6721,0.948,0,0,0,0.052
6722,0.79,0,0,0.093,0.117
6723,0.977,0,0,0.004,0.019
6724,0.544,0.001,0.003,0.075,0.377
6725,0.047,0,0,0,0.953
6726,0.884,0,0.003,0.106,0.007
6727,0.112,0,0,0.887,0.001
6728,0.716,0,0.001,0.23,0.053
6729,0.964,0,0,0.033,0.003
6730,0.942,0,0,0,0.058
6731,0.047,0,0,0,0.953
6732,0.229,0,0.013,0.644,0.114
6733,0.349,0,0,0.002,0.649
6734,0.997,0,0,0.002,0.001
6735,0.947,0,0,0.049,0.004
6736,0.968,0,0,0,0.032
6737,0.924,0,0,0,0.076
6738,0.743,0,0,0.213,0.044
6739,0.387,0,0,0,0.613
6740,0.896,0,0,0.101,0.003
6741,0.278,0,0.006,0.703,0.013
6742,0.452,0,0.001,0.012,0.535
6743,0.352,0,0,0,0.648
6744,0.997,0,0,0.002,0.001
6745,0.232,0,0,0.767,0.001
6746,0.803,0,0.003,0.009,0.185
6747,0.948,0,0,0,0.052
6748,0.134,0.077,0.051,0,0.738
6749,0.026,0,0.005,0.184,0.785
6750,0.142,0.001,0.002,0.794,0.061
6751,0.207,0,0,0.775,0.018
6752,0.351,0,0,0.008,0.641
6753,0.961,0,0,0,0.039
6754,0.49,0,0,0.002,0.508
6755,0.047,0,0,0,0.953
6756,0.975,0,0,0.023,0.002
6757,0.953,0,0,0.043,0.004
6758,0.534,0,0,0.466,0
6759,0.033,0,0,0,0.967
6760,0.937,0,0,0,0.063
6761,0.066,0,0,0.002,0.932
6762,0.031,0,0,0,0.969
6763,0.961,0,0,0,0.039
6764,0.11,0,0.004,0.816,0.07
6765,0.592,0,0,0.399,0.009
6766,0.95,0,0,0.013,0.037
6767,0.047,0,0,0,0.953
6768,0.995,0,0,0,0.005
6769,0.951,0,0,0,0.049
6770,0.997,0,0,0,0.003
6771,0.288,0,0,0,0.712
6772,0.886,0,0,0.05,0.064
6773,0.982,0,0,0.014,0.004
6774,0.047,0,0,0,0.953
6775,1,0,0,0,0
6776,0.962,0,0,0.011,0.027
6777,0.029,0,0.093,0.773,0.105
6778,0.937,0,0,0,0.063
6779,0.05,0,0,0,0.95
6780,0.002,0,0,0,0.998
6781,0.737,0,0.001,0.166,0.096
6782,0.071,0.002,0.009,0.051,0.867
6783,0.895,0,0.005,0.009,0.091
6784,0.951,0,0,0,0.049
6785,0.103,0,0.025,0.118,0.754
6786,0.973,0,0,0,0.027
6787,0.759,0,0,0.008,0.233
6788,0.452,0,0,0.54,0.008
6789,0.982,0.001,0,0.001,0.016
6790,0.033,0,0,0,0.967
6791,0.157,0,0,0,0.843
6792,0.996,0,0,0.003,0.001
6793,0.039,0,0,0,0.961
6794,0.81,0,0,0.184,0.006
6795,0.637,0,0,0,0.363
6796,0.951,0,0,0,0.049
6797,0.74,0,0.003,0.181,0.076
6798,0.959,0,0,0,0.041
6799,0.592,0,0,0.399,0.009
6800,0.243,0,0.001,0.725,0.031
6801,0.947,0,0,0.049,0.004
6802,0.803,0,0.003,0.009,0.185
6803,0.177,0,0,0.82,0.003
6804,0.559,0,0,0.423,0.018
6805,0.993,0,0,0,0.007
6806,0.67,0,0.007,0.014,0.309
6807,0.993,0,0,0,0.007
6808,0.047,0,0,0,0.953
6809,0.05,0,0,0,0.95
6810,0.832,0,0.019,0.053,0.096
6811,0.937,0,0,0,0.063
6812,0.942,0,0,0,0.058
6813,0.423,0,0.027,0.5,0.05
6814,0.006,0,0,0,0.994
6815,0.742,0,0.003,0.25,0.005
6816,0.084,0,0.003,0.305,0.608
6817,0.141,0,0,0,0.859
6818,0.031,0,0,0,0.969
6819,0.959,0,0,0,0.041
6820,0.579,0,0.003,0.409,0.009
6821,0.951,0,0,0,0.049
6822,0.446,0,0,0.007,0.547
6823,0.566,0,0,0.429,0.005
6824,0.197,0,0,0.798,0.005
6825,0.556,0,0,0.437,0.007
6826,0.787,0,0,0,0.213
6827,0.703,0,0.002,0.08,0.215
6828,0.04,0,0,0,0.96
6829,0.147,0,0.004,0.841,0.008
6830,0.613,0,0,0.387,0
6831,0.047,0,0,0,0.953
6832,0.919,0,0,0.076,0.005
6833,0.559,0,0,0.423,0.018
6834,0.965,0,0,0.017,0.018
6835,0.959,0,0,0.029,0.012
6836,0.321,0,0,0,0.679
6837,0.691,0,0.001,0.29,0.018
6838,0.84,0,0,0.077,0.083
6839,0.125,0,0,0.874,0.001
6840,0.713,0,0.007,0.072,0.208
6841,0.993,0,0,0,0.007
6842,0.932,0,0,0.061,0.007
6843,0.999,0,0,0,0.001
6844,0.25,0,0,0.732,0.018
6845,0.525,0,0.002,0.428,0.045
6846,0.031,0,0,0,0.969
6847,0.286,0,0,0.002,0.712
6848,0.044,0,0.079,0.685,0.192
6849,0.202,0,0,0.782,0.016
6850,0.679,0,0,0.311,0.01
6851,0.05,0,0,0,0.95
6852,0.948,0,0,0,0.052
6853,0.478,0,0.015,0.494,0.013
6854,0.988,0,0,0,0.012
6855,1,0,0,0,0
6856,0.385,0,0,0.009,0.606
6857,0.959,0,0,0,0.041
6858,0.047,0,0,0,0.953
6859,0.768,0,0,0.206,0.026
6860,0.159,0,0.001,0.833,0.007
6861,0.11,0,0.023,0.028,0.839
6862,0.097,0.002,0.001,0.041,0.859
6863,0.097,0,0,0.902,0.001
6864,0.996,0,0,0,0.004
6865,0.996,0,0,0.001,0.003
6866,0.146,0,0,0.003,0.851
6867,0.001,0,0,0,0.999
6868,0.03,0,0,0.014,0.956
6869,0.948,0,0,0,0.052
6870,0.631,0,0,0.368,0.001
6871,0.921,0,0.003,0.07,0.006
6872,0.066,0,0,0,0.934
6873,0.417,0,0.023,0.417,0.143
6874,0.942,0,0,0,0.058
6875,0.676,0,0.002,0.1,0.222
6876,0.961,0,0,0,0.039
6877,0.927,0,0,0.061,0.012
6878,0.066,0,0,0.002,0.932
6879,0.004,0,0.007,0,0.989
6880,0.082,0,0.002,0.011,0.905
6881,0.92,0,0,0.006,0.074
6882,0.066,0,0,0,0.934
6883,0.125,0,0,0.874,0.001
6884,0.875,0,0,0.017,0.108
6885,0.97,0,0,0,0.03
6886,1,0,0,0,0
6887,0.063,0.001,0.006,0.137,0.793
6888,0.937,0,0,0,0.063
6889,0.679,0,0.013,0.252,0.056
6890,0.24,0,0.001,0.695,0.064
6891,0.117,0,0,0.001,0.882
6892,0.855,0,0,0.103,0.042
6893,0.948,0,0,0.01,0.042
6894,0.959,0,0,0,0.041
6895,0.179,0.009,0.002,0,0.81
6896,0.151,0,0.011,0.825,0.013
6897,0.298,0,0,0.675,0.027
6898,0.277,0,0,0.023,0.7
6899,0.979,0,0,0,0.021
6900,0.984,0,0,0.009,0.007
6901,0.993,0,0,0.001,0.006
6902,0.005,0,0,0,0.995
6903,0.908,0,0,0.032,0.06
6904,0.058,0,0,0,0.942
6905,0.716,0,0.001,0.23,0.053
6906,0.001,0,0,0,0.999
6907,0.803,0,0.003,0.009,0.185
6908,0.989,0,0,0.011,0
6909,0.996,0,0,0.003,0.001
6910,0.033,0,0,0,0.967
6911,0.311,0,0.003,0.61,0.076
6912,0.017,0,0.024,0.771,0.188
6913,0.598,0,0,0.401,0.001
6914,0.666,0,0,0.295,0.039
6915,0.937,0,0,0,0.063
6916,0.031,0,0,0,0.969
6917,0.047,0,0,0,0.953
6918,0.613,0,0,0.387,0
6919,0.172,0,0.003,0.815,0.01
6920,0.127,0,0,0,0.873
6921,0.561,0,0.003,0.418,0.018
6922,0.959,0,0,0,0.041
6923,0.97,0,0,0,0.03
6924,0.654,0,0,0.346,0
6925,0.232,0,0,0.767,0.001
6926,0.127,0,0,0,0.873
6927,0.951,0,0,0,0.049
6928,0.011,0,0.003,0,0.986
6929,0.043,0,0,0,0.957
6930,0.015,0,0.075,0.246,0.664
6931,0.927,0,0,0.07,0.003
6932,0.931,0,0.002,0.011,0.056
6933,0.951,0,0,0,0.049
6934,0.997,0,0,0.002,0.001
6935,0.1,0,0.079,0.135,0.686
6936,0.038,0,0,0,0.962
6937,0.996,0,0,0.001,0.003
6938,0.331,0,0.047,0.558,0.064
6939,0.949,0,0,0.028,0.023
6940,0.951,0,0,0,0.049
6941,0.986,0,0,0,0.014
6942,0.033,0,0,0,0.967
6943,0.251,0,0.029,0.676,0.044
6944,0.99,0,0,0.009,0.001
6945,0.982,0,0,0.014,0.004
6946,0.025,0,0.021,0.283,0.671
6947,0.134,0,0.007,0.854,0.005
6948,0.967,0,0,0.027,0.006
6949,0.795,0,0,0.123,0.082
6950,0.968,0,0,0.012,0.02
6951,0.948,0,0,0,0.052
6952,0.057,0,0.065,0.577,0.301
6953,0.633,0,0,0,0.367
6954,0.981,0,0,0.015,0.004
6955,0.998,0,0,0.001,0.001
6956,0.141,0,0,0,0.859
6957,0.416,0,0,0.561,0.023
6958,0.754,0,0,0,0.246
6959,0.67,0,0.007,0.014,0.309
6960,0.047,0,0,0,0.953
6961,0.867,0,0,0.105,0.028
6962,0.151,0,0.011,0.825,0.013
